MCXC,OName,AName,RAh,RAm,RAs,DE-,DEd,DEm,DEs,RAdeg,DEdeg,GLON,GLAT,z,Cat,Sub-Cat,Scale,L500,M500,R500,Notes,Cat1,Cat2,Cat3,Cat4,L500r1,L500r2,L500r3,L500r4,r
J0900.6+2054,ZwCl2089,ZwCl2089,9,0,37.9,,20,54,58,135.158,20.916,206.42,37.373,0.2347,BCS,BCS,3.731,6.156387,5.2335,1.1326,,,,,,,,,,
J0901.1+6239,RXC J0901.1+6239,A0725,9,1,11.6,,62,39,22,135.298,62.656,152.684,38.632,0.09,NORAS/REFLEX,NORAS,1.679,0.429615,1.1485,0.7182,,,,,,,,,,-0.4655354028906671
J0906.4+1020,A743,A0743,9,6,27.4,,10,20,42,136.614,10.345,219.171,34.636,0.1328,BCS,eBCS,2.36,1.399021,2.2885,0.8909,,,,,,,,,,
J0907.2+3330,RX J0907.2+3330,VMF98 67,9,7,17.9,,33,30,9,136.825,33.502,190.975,41.783,0.483,160SD,160SD,5.991,0.530212,0.9595,0.5855,RDCS,,,,,,,,,
J0907.3+1639,RXC J0907.3+1639,A0744,9,7,22.3,,16,39,24,136.843,16.657,212.144,37.394,0.073,NORAS/REFLEX,NORAS,1.389,0.322353,0.9754,0.6839,,400SD_SER,160SD,eBCS,EMSS_1994,0.876,0.876,1.19,1.437,-0.4739279957021921
J0907.8+4936,RXC J0907.8+4936,VV 196,9,7,50.9,,49,36,24,136.962,49.607,169.267,42.117,0.0352,NORAS/REFLEX,NORAS,0.7,0.070626,0.3965,0.5127,,,,,,,,,,-0.4921542242255821
J0909.1+1059,RXC J0909.1+1059,A0750,9,9,8.0,,10,59,33,137.283,10.993,218.808,35.509,0.1751,NORAS/REFLEX,NORAS,2.968,4.855068,4.7375,1.1191,,BCS,,,,1.135,,,,
J0909.1-0939,RXCJ0909.1-0939,A0754,9,9,8.4,-,9,39,58,137.285,-9.666,239.327,24.799,0.0542,NORAS/REFLEX,REFLEX,1.054,3.84966,4.4824,1.1439,,,,,,,,,,-0.4830550249776414
J0910.2+6012,BVH2007 91,A0742,9,10,16.1,,60,12,17,137.567,60.205,155.346,40.354,0.181,400SD,400SD_SER,3.049,0.189485,0.6527,0.5768,a part of A742,,,,,,,,,
J0910.6-1034,RXCJ0910.6-1034,A0761,9,10,36.3,-,10,34,52,137.651,-10.581,240.373,24.548,0.0916,NORAS/REFLEX,REFLEX,1.706,1.063423,1.9936,0.8627,,,,,,,,,,-0.46470031184753635
J0910.6+4248,RX J0910.6+4248,VMF98 69,9,10,39.7,,42,48,41,137.665,42.811,178.438,43.043,0.576,160SD,160SD,6.558,1.420485,1.6177,0.6717,RDCS,,,,,,,,,
J0911.1+1746,MACSJ0911.2+1746,,9,11,11.3,,17,46,32,137.797,17.776,211.242,38.65,0.5049,MACS,MACS_DIST,6.136,7.128027,4.5937,0.9783,,,,,,,,,,
J0912.4+1556,A763,A0763,9,12,29.8,,15,56,35,138.124,15.943,213.565,38.267,0.0851,BCS,BCS,1.597,1.312476,2.2769,0.9037,,,,,,,,,,-0.46795271901774027
J0913.0+4742,RXC J0913.0+4742,A0757,9,13,2.1,,47,42,21,138.259,47.706,171.71,43.174,0.051,NORAS/REFLEX,NORAS,0.996,0.262678,0.8739,0.664,,BCS,,,,1.699,,,,-0.48457355156957843
J0916.1+1736,RXC J0916.1+1736,,9,16,6.9,,17,36,6,139.029,17.602,211.992,39.683,0.0292,NORAS/REFLEX,NORAS,0.585,0.052011,0.3303,0.4833,,,,,,,,,,-0.49491485694821125
J0917.8+5143,RXC J0917.8+5143,A0773,9,17,51.0,,51,43,29,139.462,51.725,166.093,43.368,0.2172,NORAS/REFLEX,NORAS,3.518,7.106236,5.7894,1.1788,,BCS,,,,1.053,,,,
J0918.1-1205,RXCJ0918.1-1205,A0780,9,18,6.5,-,12,5,36,139.527,-12.093,242.926,25.097,0.0539,NORAS/REFLEX,REFLEX,1.049,2.716018,3.6243,1.0658,BX,,,,,,,,,-0.4831949441974467
J0919.8+3345,RXC J0919.8+3345,A0779,9,19,49.2,,33,45,37,139.955,33.76,191.079,44.401,0.023,NORAS/REFLEX,NORAS,0.464,0.034422,0.2579,0.4459,,eBCS,,,,1.802,,,,-0.49794410084013296
J0920.0+0102,RXC J0920.0+0102,MKW 1s,9,20,0.5,,1,2,24,140.002,1.04,230.942,33.063,0.0175,NORAS/REFLEX,NORAS,0.356,0.011749,0.1344,0.3594,,,,,,,,,,-0.5005738968948574
J0920.3+7350,RXC J0920.3+7350,A0765,9,20,22.6,,73,50,12,140.094,73.837,138.833,36.006,0.133,NORAS/REFLEX,NORAS,2.363,0.732052,1.5416,0.781,,,,,,,,,,
J0920.4+3030,RXC J0920.4+3030,A0781,9,20,26.1,,30,30,54,140.109,30.515,195.591,44.076,0.2952,NORAS/REFLEX,NORAS,4.405,4.341966,4.0341,1.0157,,BCS,,,,1.887,,,,
J0921.1+4538,RXC J0921.1+4538,3C 219,9,21,8.6,,45,38,37,140.286,45.644,174.37,44.763,0.1745,NORAS/REFLEX,NORAS,2.96,1.366723,2.1881,0.8652,?,,,,,,,,,
J0921.2+4528,BVH2007 92,VMF98 70,9,21,13.2,,45,28,44,140.305,45.479,174.599,44.792,0.315,400SD,400SD_SER,4.606,1.026405,1.648,0.7481,,160SD,,,,1.017,,,,
J0923.1+2217,RXC J0923.1+2217,UGC 04991,9,23,8.0,,22,17,52,140.783,22.298,206.802,42.774,0.0316,NORAS/REFLEX,NORAS,0.631,0.037093,0.2684,0.4507,,,,,,,,,,-0.49391135932641905
J0924.0+1410,RXC J0924.0+1410,A0795,9,24,5.7,,14,10,6,141.024,14.168,217.084,40.152,0.1357,NORAS/REFLEX,NORAS,2.403,3.235816,3.8079,1.0547,,BCS,,,,0.992,,,,
J0926.6+1242,BVH2007 93,VMF98 71,9,26,36.5,,12,42,59,141.652,12.716,219.144,40.111,0.489,400SD,400SD_SER,6.032,1.861506,2.0531,0.7527,,160SD,,,,1.03,,,,
J0926.6+1741,RXC J0926.6+1741,A0797,9,26,40.7,,17,41,25,141.67,17.69,213.073,42.065,0.117,NORAS/REFLEX,NORAS,2.116,0.988898,1.8733,0.8379,,,,,,,,,,
J0927.1+5327,ZwCl2379,ZwCl2379,9,27,10.8,,53,27,0,141.795,53.45,163.331,44.378,0.2052,BCS,eBCS,3.366,3.348174,3.6924,1.019,,,,,,,,,,
J0928.0+7446,RXC J0928.0+7446,A0786,9,28,4.9,,74,46,58,142.021,74.783,137.498,35.981,0.124,NORAS/REFLEX,NORAS,2.225,0.881101,1.7372,0.8152,,,,,,,,,,
J0928.1+2032,RXC J0928.1+2032,A0801,9,28,7.8,,20,32,32,142.033,20.542,209.575,43.348,0.192,NORAS/REFLEX,NORAS,3.195,1.64377,2.4169,0.8889,,,,,,,,,,
J0928.6+3747,RXC J0928.6+3747,A0800,9,28,37.8,,37,47,55,142.157,37.799,185.51,46.458,0.2472,NORAS/REFLEX,NORAS,3.878,2.715229,3.1464,0.9516,,,,,,,,,,
J0933.4+3403,RXC J0933.4+3403,UGC 05088,9,33,24.9,,34,3,8,143.354,34.052,191.053,47.236,0.0269,NORAS/REFLEX,NORAS,0.541,0.02385,0.2056,0.413,,,,,,,,,,-0.495869517553978
J0935.4+0729,RXC J0935.4+0729,A0830,9,35,28.9,,7,29,33,143.87,7.492,226.504,39.679,0.261,NORAS/REFLEX,NORAS,4.035,2.826248,3.1897,0.9511,,,,,,,,,,
J0937.1+6116,WARP J0937.1+6116,ZWCL 0933.6+6127,9,37,6.2,,61,16,58,144.276,61.283,152.482,43.062,0.204,WARPS,WARPSII,3.351,0.142876,0.54,0.5371,,,,,,,,,,
J0937.9-2020,RXCJ0937.9-2020,S0617,9,37,59.7,-,20,20,45,144.499,-20.346,253.197,23.323,0.0344,NORAS/REFLEX,REFLEX,0.685,0.099877,0.49,0.5504,,,,,,,,,,-0.4924560822512013
J0938.2+7553,RXC J0938.2+7553,A0814,9,38,16.0,,75,53,14,144.567,75.887,135.921,35.916,0.1503,NORAS/REFLEX,NORAS,2.619,0.652852,1.4196,0.7553,,,,,,,,,,
J0941.0+3843,WARP J0941.0+3843,,9,41,0.4,,38,43,7,145.252,38.719,184.129,48.884,0.287,WARPS,WARPSII,4.319,0.236503,0.6885,0.5651,,,,,,,,,,
J0942.0+0857,RXC J0942.0+0857,A0854,9,42,3.6,,8,57,48,145.515,8.963,225.843,41.815,0.206,NORAS/REFLEX,NORAS,3.377,3.742222,3.9492,1.0418,,eBCS,,,,1.002,,,,
J0942.2+1523,RXC J0942.2+1522,A0853,9,42,14.5,,15,23,11,145.561,15.387,217.934,44.662,0.1664,NORAS/REFLEX,NORAS,2.848,2.129295,2.8846,0.9514,o,eBCS,,,,1.065,,,,
J0942.3+8111,WARP J0942.3+8111,,9,42,21.2,,81,11,9,145.588,81.186,130.636,32.897,0.545,WARPS,WARPSII,6.382,3.057653,2.6505,0.8016,,,,,,,,,,
J0943.1+4659,RXC J0943.1+4659,A0851,9,43,7.1,,46,59,51,145.779,46.998,171.612,48.316,0.4069,NORAS/REFLEX,NORAS,5.429,4.906562,3.9698,0.9682,,,,,,,,,,
J0943.4-7619,RXC J0943.4-7619,PKS 0943-76,9,43,25.0,-,76,19,57,145.854,-76.332,292.495,-17.438,0.199,CIZA,CIZAII,3.287,4.608741,4.5079,1.0915,,,,,,,,,,
J0943.5+1640,BVH2007 94,VMF98 73,9,43,32.4,,16,40,2,145.885,16.667,216.429,45.441,0.256,400SD,400SD_SER,3.979,0.633625,1.2867,0.7041,,WARPSII,160SD,,,0.975,1.014,,,
J0943.7+1644,BVH2007 95,VMF98 74,9,43,45.1,,16,44,13,145.938,16.737,216.364,45.514,0.18,400SD,400SD_SER,3.035,0.275037,0.8198,0.6226,,WARPSII,160SD,,,0.668,1.028,,,
J0944.0+6424,RXC J0944.0+6424,A0845,9,44,1.8,,64,24,42,146.007,64.412,148.186,42.387,0.12,NORAS/REFLEX,NORAS,2.163,0.79704,1.6389,0.8006,,,,,,,,,,
J0944.1-2116,RXCJ0944.1-2116,,9,44,10.3,-,21,16,40,146.043,-21.278,255.023,23.707,0.0077,NORAS/REFLEX,REFLEX,0.158,0.004231,0.0725,0.2935,losStr,,,,,,,,,-0.5045113054451351
J0944.6-2633,RXCJ0944.6-2633,,9,44,36.6,-,26,33,56,146.152,-26.566,259.082,19.995,0.1421,NORAS/REFLEX,REFLEX,2.499,3.099037,3.6917,1.0416,,,,,,,,,,
J0945.4-0839,RXCJ0945.4-0839,A0868,9,45,24.4,-,8,39,15,146.352,-8.654,244.702,32.476,0.1535,NORAS/REFLEX,REFLEX,2.665,2.708587,3.3724,1.0067,,,,,,,,,,
J0946.5-1409,RX J0946.5-1410,,9,46,33.0,-,14,9,50,146.637,-14.164,249.729,29.042,0.23,SHARC,SHARC_SOUTH,3.674,0.133647,0.5083,0.5215,,,,,,,,,,
J0947.2+7623,MACSJ0947.2+7623,RBS0797,9,47,13.0,,76,23,14,146.804,76.387,135.031,36.053,0.345,MACS,MACS_BRIGHT,4.894,20.0,8.5,1.27,,,,,,,,,,
J0947.7+0741,RX J0947.7+0741,VMF98 75,9,47,45.8,,7,41,18,146.941,7.688,228.273,42.422,0.625,160SD,160SD,6.811,2.678637,2.2845,0.739,(BSHARC/SSHARCQSOz~0.63),,,,,,,,,
J0947.9+0730,RX J0947.9+0730,RX J0947.9+0730 (SSHARC),9,47,57.6,,7,30,26,146.99,7.507,228.518,42.373,0.128,SHARC,SHARC_SOUTH,2.287,0.050712,0.3038,0.4552,,WARPSII,,,,1.076,,,,
J0948.6-8327,RXCJ0948.6-8327,,9,48,39.4,-,83,27,56,147.164,-83.465,297.876,-22.475,0.1982,NORAS/REFLEX,REFLEX,3.276,2.944476,3.4323,0.997,"D,two maxima/E-W",,,,,,,,,
J0949.8+1707,RXC J0949.8+1707,RX J0949.8+1708,9,49,52.8,,17,7,47,147.47,17.13,216.623,47.021,0.3826,NORAS/REFLEX,NORAS,5.228,14.68912,7.9037,1.2295,,MACS_MJFV,eBCS,,,0.681,1.039,,,
J0950.1+7033,BVH2007 96,,9,50,7.7,,70,33,58,147.532,70.566,140.83,39.657,0.21,400SD,400SD_SER,3.427,0.568401,1.2477,0.7086,,,,,,,,,,
J0951.7-0128,RX J0951.7-0128,VMF98 76,9,51,47.0,-,1,28,33,147.946,-1.476,239.029,38.193,0.568,160SD,160SD,6.514,1.189087,1.4614,0.6514,WARPS1,WARPS,,,,1.03,,,,
J0952.7+5153,ZwCl2701,ZwCl2701,9,52,47.5,,51,53,28,148.198,51.891,163.871,48.544,0.214,BCS,BCS,3.478,6.070044,5.2717,1.1438,,,,,,,,,,
J0953.2-1558,RXCJ0953.2-1558,,9,53,12.1,-,15,58,52,148.301,-15.981,252.5,28.953,0.0302,NORAS/REFLEX,REFLEX,0.605,0.076522,0.4177,0.5225,,,,,,,,,,-0.4944314270913951
J0953.6+7054,BVH2007 97,A0875,9,53,36.0,,70,54,29,148.4,70.908,140.253,39.693,0.185,400SD,400SD_SER,3.102,1.197294,2.0027,0.837,,,,,,,,,,
J0953.7+6947,BVH2007 98,,9,53,44.6,,69,47,29,148.436,69.791,141.43,40.352,0.214,400SD,400SD_SER,3.478,0.304054,0.8494,0.6224,,,,,,,,,,
J0956.0+4107,BVH2007 99,VMF98 79,9,56,2.9,,41,7,8,149.012,41.119,180.038,51.573,0.587,400SD,400SD_SER,6.617,2.581573,2.307,0.7527,,160SD,,,,1.038,,,,
J0956.4-1004,RXCJ0956.4-1004,A0901,9,56,26.4,-,10,4,12,149.11,-10.07,248.112,33.591,0.1634,NORAS/REFLEX,REFLEX,2.806,5.629624,5.2302,1.1613,"D,three maxima/NE-W-S (diffuse)",,,,,,,,,
J0957.8+6534,RX J0957.8+6534,VMF98 80,9,57,53.2,,65,34,30,149.472,65.575,145.805,43.048,0.53,160SD,160SD,6.293,1.334573,1.6192,0.6842,,,,,,,,,,
J0958.0-2650,MS0955.7-2635,,9,58,1.7,-,26,50,17,149.507,-26.838,261.649,21.813,0.145,EMSS,EMSS_1994,2.541,1.054911,1.9096,0.8353,,,,,,,,,,
J0958.1+2346,RXC J0958.1+2346,,9,58,10.3,,23,46,55,149.543,23.782,207.897,50.935,0.1471,NORAS/REFLEX,NORAS,2.572,1.116758,1.974,0.844,,,,,,,,,,
J0958.2+5516,BVH2007 100,"VMF98 81, A0899",9,58,13.0,,55,16,6,149.554,55.268,158.705,48.05,0.214,400SD,400SD_SER,3.478,0.884182,1.6286,0.7732,,160SD,,,,1.017,,,,
J0958.3+4702,BVH2007 101,,9,58,19.2,,47,2,17,149.58,47.038,170.637,50.829,0.39,400SD,400SD_SER,5.29,1.890314,2.2502,0.8066,,,,,,,,,,
J0958.3-1103,RXCJ0958.3-1103,A0907,9,58,22.2,-,11,3,35,149.592,-11.06,249.368,33.268,0.1669,NORAS/REFLEX,REFLEX,2.855,5.299925,5.0282,1.1448,,,,,,,,,,
J0959.7+2223,RXC J0959.7+2223,A0908,9,59,45.3,,22,23,36,149.939,22.393,210.175,50.923,0.244,NORAS/REFLEX,NORAS,3.84,2.584085,3.0604,0.9439,,,,,,,,,,
J1000.5+4409,RXC J1000.5+4409,RXJ1000.5+4409,10,0,30.5,,44,9,16,150.127,44.154,174.984,51.875,0.154,NORAS/REFLEX,NORAS,2.672,1.712986,2.5495,0.9169,,eBCS,,,,1.158,,,,
J1002.1+6858,BVH2007 102,,10,2,7.7,,68,58,48,150.532,68.98,141.723,41.426,0.5,400SD,400SD_SER,6.104,2.280765,2.3024,0.7786,see 400SD paper Sec. 4.1,,,,,,,,,
J1002.6+3241,RXC J1002.6+3241,Zw 0959.6+3257,10,2,38.6,,32,41,58,150.661,32.7,193.76,53.242,0.0499,NORAS/REFLEX,NORAS,0.976,0.297744,0.944,0.6815,B,BCS,,,,0.984,,,,-0.48511105210827943
J1002.6-0808,RX J1002.6-0808,VMF98 83,10,2,40.4,-,8,8,46,150.668,-8.146,247.643,36.025,0.524,160SD,160SD,6.256,1.197764,1.5235,0.6721,WARPS2,WARPSII,,,,1.348,,,,
J1003.0+3254,RXC J1003.0+3254,,10,3,4.1,,32,54,28,150.767,32.908,193.418,53.34,0.4161,NORAS/REFLEX,NORAS,5.502,5.566875,4.2551,0.9874,,400SD_SER,,,,0.485,,,,
J1003.1-1925,BVH2007 104,,10,3,6.5,-,19,25,47,150.777,-19.43,257.159,28.114,0.243,400SD,400SD_SER,3.829,0.677438,1.3539,0.7195,,,,,,,,,,
J1003.1+6709,RXC J1003.1+6709,A0910,10,3,7.9,,67,9,27,150.783,67.158,143.622,42.584,0.206,NORAS/REFLEX,NORAS,3.377,2.815652,3.3203,0.9833,,eBCS,,,,0.96,,,,
J1006.6+2554,RXC J1006.6+2554,A0923,10,6,39.5,,25,54,36,151.665,25.91,205.216,53.285,0.1162,NORAS/REFLEX,NORAS,2.104,1.197113,2.106,0.8715,,eBCS,,,,1.037,,,,
J1006.8+1223,MS1004.2+1238,,10,6,53.5,,12,23,36,151.723,12.393,225.599,48.81,0.166,EMSS,EMSS_1994,2.842,0.506973,1.2028,0.7109,,,,,,,,,,
J1007.1-2031,BVH2007 105,,10,7,8.4,-,20,31,26,151.785,-20.524,258.786,27.935,0.105,400SD,400SD_SER,1.925,0.060155,0.3427,0.4776,,,,,,,,,,
J1007.8+0031,RXC J1007.8+0031,A0933,10,7,48.9,,0,31,1,151.954,0.517,240.137,42.589,0.096,NORAS/REFLEX,NORAS,1.779,0.396622,1.0893,0.7042,,,,,,,,,,-0.46254510578651487
J1008.7+5342,WARP J1008.7+5342,,10,8,47.8,,53,42,3,152.199,53.701,159.899,50.101,0.872,WARPS,WARPSII,7.719,3.137434,2.0401,0.6451,Contaminated. See WARPSII paper sect. 3.2.,,,,,,,,,
J1008.7+1147,RXC J1008.7+1147,Zw 1006.1+1201,10,8,47.9,,11,47,33,152.199,11.793,226.737,48.945,0.2245,NORAS/REFLEX,NORAS,3.608,3.725047,3.8829,1.0291,,EMSS_1994,,,,0.711,,,,
J1009.3+7110,RXC J1009.3+7110,A0914,10,9,20.4,,71,10,30,152.335,71.175,138.946,40.533,0.1927,NORAS/REFLEX,NORAS,3.204,2.831511,3.3654,0.9924,C,,,,,,,,,
J1010.2+5430,BVH2007 106,VMF98 84,10,10,15.8,,54,30,12,152.566,54.503,158.629,49.943,0.045,400SD,400SD_SER,0.885,0.015272,0.1548,0.3736,,160SD,WARPSII,,,0.987,1.363,,,-0.48732845302326266
J1010.2+5429,RXC J1010.2+5429,RIXOS F231-526,10,10,16.0,,54,29,18,152.567,54.488,158.65,49.95,0.047,NORAS/REFLEX,NORAS,0.922,0.074092,0.405,0.5145,,,,,,,,,,-0.48645492001740187
J1010.5-1239,MS1008.1-1224,,10,10,32.2,-,12,39,55,152.634,-12.665,253.257,34.264,0.3062,EMSS,EMSS_2004,4.518,2.474743,2.8384,0.8996,,,,,,,,,,
J1010.9+5557,WARP J1010.9+5557,A0935,10,10,58.2,,55,57,45,152.743,55.963,156.557,49.36,0.171,WARPS,WARPSII,2.912,0.06708,0.3491,0.4699,,,,,,,,,,
J1011.0+5358,WARP J1011.0+5358,,10,11,0.2,,53,58,6,152.751,53.968,159.302,50.278,0.372,WARPS,WARPSII,5.136,0.577237,1.1079,0.6413,,,,,,,,,,
J1011.0+5339,RX J1011.0+5339,VMF98 85,10,11,5.1,,53,39,27,152.771,53.658,159.731,50.425,0.329,160SD,160SD,4.743,0.244006,0.6786,0.5536,WARPS2,WARPSII,,,,1.79,,,,
J1011.3+5333,WARP J1011.3+5333,,10,11,23.0,,53,33,47,152.846,53.563,159.834,50.506,0.39,WARPS,WARPSII,5.29,0.438846,0.9237,0.5994,,,,,,,,,,
J1011.4+5450,BVH2007 107,VMF98 86,10,11,25.4,,54,50,6,152.856,54.835,158.052,49.943,0.294,400SD,400SD_SER,4.392,0.741087,1.374,0.7096,,WARPSII,160SD,,,0.366,1.022,,,
J1013.4-0136,BVH2007 108,,10,13,27.8,-,1,36,42,153.366,-1.612,243.585,42.354,0.276,400SD,400SD_SER,4.201,0.734976,1.3867,0.7166,,,,,,,,,,
J1013.5-1350,RXCJ1013.5-1350,,10,13,36.0,-,13,50,33,153.4,-13.842,254.888,33.923,0.1517,NORAS/REFLEX,REFLEX,2.639,2.169167,2.9492,0.9633,,,,,,,,,,
J1013.6+4933,BVH2007 109,VMF98 87,10,13,37.0,,49,33,5,153.404,49.551,165.499,52.449,0.133,400SD,400SD_SER,2.363,0.29939,0.8937,0.6512,,160SD,,,,1.053,,,,
J1013.6-0054,RXCJ1013.6-0054,A0957,10,13,40.3,-,0,54,52,153.418,-0.914,242.902,42.84,0.0445,NORAS/REFLEX,REFLEX,0.876,0.401983,1.1377,0.7265,,,,,,,,,,-0.48767783625254946
J1013.7-0006,RXCJ1013.7-0006,A0954,10,13,44.8,-,0,6,31,153.437,-0.108,242.064,43.364,0.0927,NORAS/REFLEX,REFLEX,1.724,0.698196,1.5413,0.7915,,,,,,,,,,-0.4641576162013006
J1015.1+4931,RX J1015.1+4931,VMF98 88,10,15,8.5,,49,31,32,153.785,49.526,165.386,52.688,0.383,160SD,160SD,5.231,0.739404,1.2769,0.6695,,,,,,,,,,
J1016.3+3338,RXC J1016.3+3338,A0961,10,16,22.6,,33,38,5,154.094,33.635,192.236,56.133,0.124,NORAS/REFLEX,NORAS,2.225,1.360526,2.2642,0.8904,,BCS,,,,1.143,,,,
J1016.6+2448,RXC J1016.6+2448,A0964,10,16,36.1,,24,48,30,154.15,24.808,207.854,55.257,0.0811,NORAS/REFLEX,NORAS,1.529,0.417285,1.1353,0.7175,,eBCS,,,,1.092,,,,-0.46994867252248906
J1017.0+3902,RXC J1017.0+3902,A0963,10,17,2.4,,39,2,54,154.26,39.048,182.562,55.836,0.206,NORAS/REFLEX,NORAS,3.377,5.030016,4.7297,1.1064,,BCS,,,,1.129,,,,
J1017.3-1040,RXCJ1017.3-1040,A0970,10,17,23.4,-,10,40,39,154.348,-10.677,253.046,36.86,0.0586,NORAS/REFLEX,REFLEX,1.134,0.904947,1.8484,0.8502,,,,,,,,,,-0.48092222950859465
J1017.5+5934,RXC J1017.5+5934,A0959,10,17,35.5,,59,34,0,154.398,59.567,151.176,48.258,0.353,NORAS/REFLEX,NORAS,4.967,13.414886,7.6611,1.2307,,,,,,,,,,
J1018.0+2154,BVH2007 110,,10,18,1.0,,21,54,35,154.504,21.91,212.897,54.85,0.24,400SD,400SD_SER,3.794,0.557876,1.2055,0.693,,,,,,,,,,
J1019.6+3920,WARP J1019.6+3920,,10,19,37.2,,39,20,32,154.905,39.342,181.901,56.283,0.373,WARPS,WARPSII,5.145,0.409702,0.8982,0.5977,,,,,,,,,,
J1019.9+4059,RXC J1019.9+4059,A0971,10,19,59.8,,40,59,14,154.999,40.987,178.975,56.045,0.0922,NORAS/REFLEX,NORAS,1.716,0.61928,1.4331,0.7726,,eBCS,,,,1.123,,,,-0.46440639899632224
J1020.2+3913,WARP J1020.2+3913,RX J1020.0+3915 (BSHARC2),10,20,16.0,,39,13,46,155.066,39.229,182.064,56.425,0.1463,WARPS,WARPSII,2.56,0.084342,0.4088,0.4995,,,,,,,,,,
J1020.4-0631,RXCJ1020.4-0631,A0978,10,20,28.8,-,6,31,11,155.12,-6.52,249.996,40.352,0.054,NORAS/REFLEX,REFLEX,1.051,0.250906,0.8481,0.6567,,,,,,,,,,-0.48314213679350615
J1020.5+3922,WARP J1020.5+3922,RX J1020.2+3926 (BSHARC2),10,20,30.5,,39,22,47,155.127,39.38,181.782,56.446,0.143,WARPS,WARPSII,2.512,0.059807,0.3323,0.4667,,,,,,,,,,
J1020.7+3831,BVH2007 NS 4,,10,20,45.4,,38,31,28,155.189,38.524,183.3,56.63,0.053,400SD,400SD_NONSER,1.032,0.051504,0.3232,0.4763,,,,,,,,,,-0.4836920581066414
J1020.9+5132,WARP J1020.9+5132,,10,20,59.2,,51,32,55,155.247,51.549,161.713,52.703,0.5019,WARPS,WARPSII,6.117,0.742918,1.16,0.6191,,,,,,,,,,
J1022.0+3830,RXC J1022.0+3830,RXJ1022.1+3830,10,22,4.7,,38,30,43,155.52,38.512,183.251,56.888,0.0491,NORAS/REFLEX,NORAS,0.961,0.182714,0.7013,0.6174,,eBCS,,,,0.857,,,,-0.4855104704458244
J1022.5+5006,RXC J1022.5+5006,A0980,10,22,30.6,,50,6,6,155.628,50.102,163.713,53.547,0.158,NORAS/REFLEX,NORAS,2.729,3.430483,3.8822,1.0535,,BCS,,,,1.189,,,,
J1023.1+4124,WARP J1023.1+4124,,10,23,6.0,,41,24,47,155.775,41.413,177.995,56.521,0.232,WARPS,WARPSII,3.698,0.196871,0.6427,0.5635,,,,,,,,,,
J1023.3+5948,RXC J1023.3+5948,A0983,10,23,19.0,,59,48,31,155.829,59.808,150.255,48.714,0.2055,NORAS/REFLEX,NORAS,3.37,1.365361,2.1364,0.849,,,,,,,,,,
J1023.6+0411,RXC J1023.6+0411,Zw 1021.0+0426,10,23,38.8,,4,11,11,155.912,4.187,239.4,47.958,0.285,NORAS/REFLEX,NORAS,4.298,18.098963,9.7115,1.3664,,BCS,,,,0.919,,,,
J1023.6+4907,RXC J1023.6+4907,A0990,10,23,41.3,,49,7,58,155.922,49.133,165.071,54.123,0.144,NORAS/REFLEX,NORAS,2.527,3.876317,4.2256,1.0889,,BCS,,,,1.087,,,,
J1023.8-2715,RXCJ1023.8-2715,A3444,10,23,50.8,-,27,15,31,155.962,-27.258,266.827,25.078,0.2542,NORAS/REFLEX,REFLEX,3.958,11.91962,7.7124,1.2798,,,,,,,,,,
J1024.3+6804,BVH2007 NS 5,A0981,10,24,19.2,,68,4,56,156.08,68.082,140.896,43.56,0.201,400SD,400SD_NONSER,3.313,0.870549,1.6292,0.7769,,EMSS_1994,SHARC_BRIGHT,,,0.754,0.915,,,
J1025.0+4750,RXC J1025.0+4750,A1003,10,25,5.8,,47,50,14,156.274,47.837,166.957,54.854,0.052,NORAS/REFLEX,NORAS,1.014,0.079462,0.4213,0.5204,,,,,,,,,,-0.4841705012389601
J1025.9+1241,RXC J1025.9+1241,ZwCl3179,10,25,55.9,,12,41,7,156.483,12.685,228.64,53.054,0.1434,NORAS/REFLEX,NORAS,2.518,2.822135,3.4836,1.0212,o,BCS,,,,0.969,,,,
J1027.1+3908,BVH2007 111,,10,27,10.8,,39,8,6,156.795,39.135,181.799,57.76,0.338,400SD,400SD_SER,4.828,2.234322,2.5996,0.8633,,,,,,,,,,
J1027.9-0647,RXCJ1027.9-0647,A1023,10,27,59.6,-,6,47,46,156.999,-6.796,252.004,41.472,0.1176,NORAS/REFLEX,REFLEX,2.126,1.095941,1.9936,0.8553,X *,,,,,,,,,
J1028.3+0346,RXC J1028.3+0346,A1024,10,28,21.2,,3,46,8,157.088,3.769,240.972,48.635,0.073,NORAS/REFLEX,NORAS,1.389,0.284652,0.9041,0.6668,,,,,,,,,,-0.4738807699943709
J1031.7+3502,RXC J1031.7+3502,A1033,10,31,43.6,,35,2,58,157.932,35.049,189.304,59.229,0.1259,NORAS/REFLEX,NORAS,2.254,2.909192,3.594,1.038,,BCS,,,,1.003,,,,
J1032.2+4015,RXC J1032.2+4015,A1035,10,32,14.8,,40,15,53,158.062,40.265,179.317,58.472,0.079,NORAS/REFLEX,NORAS,1.493,0.816501,1.7119,0.8233,D,eBCS,,,,0.663,,,,-0.4709478417982294
J1033.8+5703,BVH2007 112,VMF98 89,10,33,51.8,,57,3,11,158.466,57.053,152.467,51.45,0.0463,400SD,400SD_SER,0.909,0.011199,0.128,0.3505,,160SD,,,,0.747,,,,-0.4866451055765373
